,Topic,Count,Name,Representation,Llama2,Representative_Docs,mean,sem,median
30,29,223,29_heritage_artists_arts_festivals,"['heritage', 'artists', 'arts', 'festivals', 'cultural', 'culture', 'museum', 'canadian', 'museums', 'funding']",Funding for Cultural Programs and Events,"['Mr. Speaker, a number of events in Quebec and across Canada celebrate arts and heritage. Could the Minister of Canadian Heritage and Status of Women tell us whether festivals whose funding has been approved have to wait until the end of the summer to receive the money they have been promised?', 'Mr. Speaker, the former heritage minister slashed cultural programs without consulting anyone. In contrast, the current Minister of Canadian Heritage travelled across Canada to sound out the cultural community. But this morning, we learned that the artists who supposedly gave their support for the Canada Prizes for the Arts never actually did, and most were never even consulted. Does the Prime Minister realize that his Minister of Canadian Heritage told us the exact opposite of the truth?', ""Mr. Speaker, the Minister of Canadian Heritage and Official Languages prefers to spend $25 million to bring foreign artists to Toronto and to cut $45 million from artists here who promote Quebec and Canadian culture abroad. As a result, the entire arts community is against him. How can the Minister of Canadian Heritage and Official Languages claim to be listening? How can he have the gall to say that the budget is a good thing—and it is for his two chums in Toronto—when Quebec's entire cultural community is against it?""]",0.59285384,0.013997511658132485,0.6456631
16,15,380,15_fisheries_fishers_fishery_oceans,"['fisheries', 'fishers', 'fishery', 'oceans', 'fish', 'fishermen', 'fishing', 'salmon', 'lobster', 'and']",Fisheries Management and Sustainability,"['Mr. Speaker, the government is clearly disconnected from the reality of fishers. We even wonder whether the government is still interested in the future of the fishery. If it is, then why abolish the Fisheries Resource Conservation Council? Canadians rely on Fisheries and Oceans Canada to make decisions based on science, as well as on those who know best: the fishers themselves. How can the government manage the fisheries without any expert advice? Is it throwing in the towel?', ""Mr. Speaker, the Minister of Fisheries and Oceans has finally admitted what the rest of us already know, that the fishery is broken. The five years of Conservative mismanagement after a decade of Liberal negligence cannot be reversed. Tearing up the Fisheries Act, firing scientists, laying off fisheries staff and turning out the lights will not put fish back in the sea or food on fishermen's tables. The fishery is broken. Will the Conservative government finally support our fishing communities and put forward a concrete plan to fix it?"", ""Mr. Speaker, it is time for the minister to get a grip on reality. Fishers are worried about the cuts at Fisheries and Oceans Canada. People from the Gaspé and the Magdalen Islands have already suffered enough because of poor management of fish stocks. Now the government is adding to that by cuts in search and rescue. The industry's future and the fishers' safety are being threatened by these cuts. Will the government commit to maintaining funding at Fisheries and Oceans Canada to guarantee the future of our fishers?""]",0.5977005,0.009354861105743075,0.63137996
81,80,73,80_rescue_search_burton_labrador,"['rescue', 'search', 'burton', 'labrador', 'winters', 'johns', 'newfoundland', 'st', 'and', 'lives']",Search and Rescue Services,"[""Mr. Speaker, changes in the military's emergency protocol after the tragedy of Makkovik is some acknowledgement that there are problems within Canada's search and rescue system. Indeed, the Minister of Intergovernmental Affairs and Newfoundland and Labrador's representative in the federal cabinet, has said there are problems “Right from ground search and rescue, the RCMP, the province, the national defence, all the different elements that are involved in the search and rescue”. Does the Minister of Intergovernmental Affairs stand by his call for an inquiry into every aspect of search and rescue and if not, why not?"", 'Mr. Speaker, while the Conservatives are spinning their wheels on the F-35, too little is being done about search and rescue. It is three years to the day since the terrible helicopter crash that killed 17 people in the Newfoundland offshore. We know the dangers but the government still does not get it on search and rescue. It has delayed the purchase of search and rescue planes yet again. There is no progress on response times, we have inadequate search and rescue in the north and not enough helicopters to get the job done. When will the Conservatives finally make search and rescue a real priority in the country?', 'Mr. Speaker, the minister should know I was quoting the Auditor General and the national fire code. Another case of blatant mismanagement by the Conservative government is the failure to improve search and rescue in Canada despite its claims to the contrary. A year after the tragic death of young Burton Winters in Labrador there has been no improvement in search and rescue response times. In fact, the search and rescue role in Goose Bay has actually been downgraded. The Conservatives even defeated our common sense motion to improve the response times in line with other countries. When will the government finally take action to fix search and rescue?']",0.599017,0.01763040996680223,0.6174824
9,8,657,8_crime_justice_bill_criminals,"['crime', 'justice', 'bill', 'criminals', 'victims', 'our', 'safety', 'police', 'of', 'offenders']",Crime Policy,"[""Mr. Speaker, Canadians are rightly concerned about crime. Canadians are constantly demanding from government a justice system that will keep them safe in their streets and communities. Victims of crime need to know that the justice system is there for them when they need it. Since it was first elected in 2006, the government has been steadfast in its commitment to strengthen Canada's justice system. The safe streets and communities act will crack down on child pornographers, drug dealers, and car thieves. It will ensure that those who commit serious offences receive appropriate sentences that reflect the severity of their crimes. Could the justice minister please update the House on the status of the safe streets and communities act?"", 'Mr. Speaker, ever since our government was elected in 2006, we have consistently stood up for victims of crime in our country. Not only did we establish an ombudsman for the victims of crime and commit record funding to services for victims, we backed it up by passing a number of bills aimed at cracking down on serious and violent crime in the country. Could the Minister of Justice please update the House on the status of our tough on crime agenda?', ""Mr. Speaker, yesterday, the Liberals were up to their old tricks by once again obstructing our measures to get tough on crime. Our government's Safe Streets and Communities Act would increase sentences for child sex offenders, end the use of house arrest for serious and violent crimes and increase penalties for drug dealers who specifically target our children. Victims, police and Canadians are clear. It is time we put the rights of victims ahead of the rights of criminals and ensure that all criminals are held accountable. Would the Minister of Justice please tell the House why all members should support Bill C-10?""]",0.601185,0.0070817679395382095,0.6310351
83,82,70,82_food_north_nutrition_program,"['food', 'north', 'nutrition', 'program', 'northern', 'northerners', 'rankin', 'prices', 'auditor', 'rapporteur']",Northern Food Security,"['Mr. Speaker, indigenous Canadians want action, not rhetoric, and that is what we need to end racism in this country. Speaking of systemic discrimination, let us talk about nutrition north. People in northern communities have been forced to root around in garbage dumps to find food, but instead of fixing the issues with nutrition north, the government has said that it is looking at alternative programs. We are such a wealthy country, there is no excuse for people in the north of this country to look to the garbage dump for food. Why is the government refusing to take immediate action in fixing nutrition north?', 'Mr. Speaker, the Conservative government has failed northerners when it comes to nutrition north. It has failed to provide affordable, nutritious food to northern remote families. The Auditor General clearly reported that the minister and his department failed to ensure that food subsidies were being passed along to northern residents who needed it. Why have the Conservatives taken no steps to fix this crisis and why is food security in the north not a priority for Conservatives?', 'Mr. Speaker, the Auditor General has shown that the nutrition north criteria are not fair or accessible. They are not even based on current needs. Forty-six isolated fly-in northern communities are out in the cold, without access to nutritious and affordable food. Will the government commit today to working with all northerners to develop a sustainable solution to food insecurity? The minister can start by including these 46 communities in the nutrition north program.']",0.6013427,0.018491687529709228,0.63649786
20,19,269,19_child_care_spaces_families,"['child', 'care', 'spaces', 'families', 'poverty', 'children', 'parents', 'plan', 'universal', 'in']",Child Care Policy,"['Mr. Speaker, tomorrow is a shameful anniversary. It marks three years to the day since the Conservative government cancelled the Liberal child care agreements. The City of Toronto has just announced it will have to cut 6,000 child care spaces, almost a quarter of all its subsidized spaces. The budget is silent on child care. Jody Dallaire of the Child Care Coalition said, “But government refuses to meet the economic needs of women by investing in child care”. Is the government so out of touch with working Canadians that it cannot hear the families and child care organizations across this country crying out for quality affordable child care?', 'Mr. Speaker, for a single working mum, child care means being able to work. For struggling middle-class families, child care costs are breaking their budget. Conservatives were elected on a promise to create 125,000 child care spaces, but they broke that promise to Canadian parents. Conservatives created zero spaces. Families who cannot access affordable child care do not have a choice. Why are the Conservatives turning their backs on affordable child care?', ""Mr. Speaker, I listened intently to what the Prime Minister said yesterday about his party's child care program. Statistics Canada now tells us that over half the children under five in this country are in child care; a 12% jump in the last eight years. Of course income support is welcome, but where are the quality child care spaces going to come from? The government has no plan to build affordable child care spaces. My question is for the Prime Minister. Why does his government believe that tax breaks to large corporations are the only way to create the child care spaces that Canadian families need?""]",0.6026802,0.010463563310117397,0.6278727
33,32,205,32_isotopes_chalk_isotope_nuclear,"['isotopes', 'chalk', 'isotope', 'nuclear', 'medical', 'river', 'patients', 'reactor', 'crisis', 'tests']",Medical Isotope Supply Crisis,"[""Mr. Speaker, every day in Canada 5,000 heart and cancer patients depend on isotopes produced at Chalk River, but by this week's end Ontario's isotope supply may shrink to 10% of need. There are isotope shortages in British Columbia and Saskatchewan. Chalk River will be shut down, perhaps indefinitely. The government has known about this problem since November 2007. The question is why does the government pretend it has a plan when it does not have any isotopes?"", ""Mr. Speaker, just 18 months ago, the Prime Minister's position was that getting back a reactor online was a matter of life or death. MDS Nordion stated today that the government has no long-term plan for the supply of medical isotopes. Dr. Christopher O'Brien, of the Ontario Association of Nuclear Medicine, states, “There just aren't enough reactors out there that can take the place of Chalk River”. Clearly, isotope supply will not meet demand in Canada or elsewhere. If this is a matter of life or death, where will the required isotopes come from and, if there are not enough, which patients will suffer and who gets to decide?"", 'Mr. Speaker, today the government announced that it is shutting down the MAPLE reactor project at AECL. This technology was being developed to replace the aging NRU reactor at Chalk River, which produces medical isotopes. Considering the isotope shortage crisis that the government created earlier this year, how can it tell us that this decision will not have a negative impact on the secure and long term supply of the medical isotopes?']",0.60271657,0.012819053239404493,0.63709736
28,27,227,27_safety_rail_transport_lacmgantic,"['safety', 'rail', 'transport', 'lacmgantic', 'transportation', 'cars', 'train', 'accidents', 'dangerous', 'trains']",Rail Safety and Enforcement,"[""Mr. Speaker, the real problem is the lack of resources and inspectors to enforce the rules. Yesterday, the Minister of Transport put on a big show to tell us how important rail safety is to her. At the same time, we learned from the public accounts that her department's rail safety budget dropped from $38 million to $33 million over two years. How can the minister say she is strengthening rail safety when the budget is being cut?"", 'Mr. Speaker, the Minister of Transport has announced some new rail safety standards. We were expecting a more ambitious plan and more stringent standards. Regulations for brakes on tank cars were completely ignored. Furthermore, the rail cars involved in the accidents in Ontario, which the Transportation Safety Board of Canada has said are not strong enough, will still run on our rails until 2023. How does the minister plan on reassuring the public, when we will have to live with unsafe rail cars for at least another eight years?', ""Mr. Speaker, after Sunday's tragic train crash, Canadians are worried about their travel safety. The Transportation Safety Board has previously called on the minister to increase training and improve the safety management system on rail services. What are the Conservatives doing? They are cutting $29 million on transport safety programs, drastic cuts on programs that keep Canadians safe when travelling. Instead of protecting Canadians, why are the Conservatives cutting transport safety programs?""]",0.60467327,0.009761368231870423,0.6326545
94,93,50,93_rail_via_service_passenger,"['rail', 'via', 'service', 'passenger', 'shippers', 'brunswick', 'railway', 'train', 'cn', 'trains']",Rail Service and Safety,"['Mr. Speaker, VIA Rail is trying to put an end to its passenger rail service in eastern Quebec and New Brunswick. They have temporarily added extra departures for the holidays, but they did not publicize it. Toying with passenger rail schedules will not help them win back the client base they have lost over the past two years. Will the minister intervene so that VIA Rail will stop trying to cut rail service in Quebec and the Maritimes?', 'Mr. Speaker, it seems as though VIA Rail has given us a raw deal. For months, we were promised that passenger rail service would resume in the Gaspé as soon as the railway was fixed. The repairs will be finished at the end of June. However, VIA Rail has now announced that service cannot resume because the employees were let go. Enough with the excuses. Will the government remind VIA Rail that it must follow through on its commitments, or are the Conservatives simply going to abandon the regions?', ""Mr. Speaker, given the Conservatives' spotty memory, I think we should remind them about what is happening today. The Conservatives have no plan whatsoever when it comes to the rail system and rail safety. Freight transportation is far from safe, and all of eastern Canada is about to lose its VIA Rail passenger service. Gaspé has already lost this service. Now, CN's plans to abandon a rail line in New Brunswick will leave thousands of people without service. Will the minister explain to Quebeckers and eastern Canadians why they do not have the right to safe and reliable passenger rail service?""]",0.60582834,0.024851903975845645,0.6464186
72,71,90,71_supply_management_transpacific_dairy,"['supply', 'management', 'transpacific', 'dairy', 'agriculture', 'negotiations', 'farmers', 'partnership', 'trade', 'wto']",Supply Management Policy,"[""Mr. Speaker, during yesterday's question period, the Minister of Agriculture and Agri-Food said that his government supported the supply management system at the WTO negotiations. However, he also said that when we defend supply management and lose the vote 148 to 1, Canada's position is untenable. Can the minister tell us clearly how he intends to defend the supply management system at the WTO?"", 'Mr. Speaker, the Prime Minister should simply say that supply management is off the table. That is what he should say, but supply management is on the table. That is why Canada was allowed in, is it not? No wonder dairy and poultry farmers are worried. First, the government attacked wheat farmers. Next, dairy and poultry farmers will be out of luck. Is supply management on the table, yes or no?', 'Mr. Speaker, obviously, we cannot trust this government to stand up for Canadians. Farmers are not the only ones who are worried about the future of supply management in Canada. The agriculture ministers for Quebec and Ontario are asking the Conservatives to commit to defending supply management in the discussions on the trans-Pacific partnership. Will the Conservatives do what Quebec and Ontario are asking and confirm their support for supply management today, in no uncertain terms?']",0.6063203,0.014973315403125347,0.6360925
92,91,53,91_research_science_researchers_scientists,"['research', 'science', 'researchers', 'scientists', 'cuts', 'funding', 'humanities', 'scientific', 'sciences', 'brain']",Research Funding Cuts in Canada,"['Mr. Speaker, yesterday the Minister of State (Science and Technology) misled the House when he declared that he has invested $5.1 billion in research and development. What the minister did not say is that a large portion of this money has been allocated to infrastructure and not to funding research per se. The Obama administration is announcing a $10 billion investment in research in the United States, at the same time that our government is announcing cuts. Does the government realize that its attitude will only result in researchers heading south of the border?', 'Mr. Speaker, a leading AIDS researcher with the Université de Montréal, Rafick-Pierre Sékaly, has decided to go work in the United States, taking with him 25 researchers from his team. According to Mr. Sékaly, the young researchers will have more opportunities to put their skills to work in the United States, where President Obama has earmarked $10 billion for investments in medical research, while here in Canada, the Conservatives are cutting funds for scientific research. Does the Minister of State (Science and Technology) realize that these cuts in basic research funding are forcing our scientists to leave?', 'Mr. Speaker, the United States has decided to invest $10 billion in medical research, but the Conservatives are going ahead with budget cuts to the Canadian Institutes of Health Research. Many Canadian researchers agree that spending on university infrastructure is all well and good, but similar investments in research are essential, too. Why has this government cut funding to the three research councils?']",0.6065837,0.01829888396141289,0.6165375
21,20,268,20_farmers_producers_agriculture_grain,"['farmers', 'producers', 'agriculture', 'grain', 'agrifood', 'farm', 'minister', 'the', 'and', 'agricultural']",Agricultural Policy and Farmers' Interests,"['Mr. Speaker, for too long Canadian farmers were neglected under the previous Liberal regime. In January 2006 new hope arrived for farmers in the form of a Conservative government. The Minister of Agriculture continues to lay out some very impressive programs to help farmers from coast to coast. Could the parliamentary secretary to the minister of agriculture tell the House what the government is doing to help improve the outlook for Canadian farmers?', ""Mr. Speaker, western grain farmers have a bumper crop but no money, because they cannot move their crop to market. Yet the minister seems to think studying the rail backlog is a good use of everyone's time and that the solution for farmers is to take on more debt. The minister's plan does not work, and Canadian grain producers know it. They want their product moving, not in five years when the study is completed; they want it moving now. When will the minister put real pressure on the rail industry and get Canadian grain farmers' grain to market?"", ""Mr. Speaker, farmers do not think the minister has a clue either. The minister's efforts to take as much as $655 million out of the pockets of farmers, away from primary grain producers is just plain wrong. When will he work for farmers rather than against them? When will he address the age cattle blockade into the United States? When will he address the concerns of tobacco farmers? When will he put money in the pockets of farmers instead of taking it out? When will he address low farm income for farmers? Just when will the minister finally begin to work for Canadian farmers?""]",0.6095954,0.010638178651928079,0.634545
49,48,137,48_young_youth_summer_jobs,"['young', 'youth', 'summer', 'jobs', 'small', 'unemployment', 'people', 'students', 'businesses', 'job']",Youth Unemployment and Job Creation,"[""Mr. Speaker, young Canadians are facing a tough summer. The unemployment rate for young Canadians stands at 15%, and it has been getting worse. That is double the general rate. This means that university students will be forced to take out more loans and new grads will not find that critical first job. The government's approach to youth employment has clearly failed. Where is the minister's plan to help young Canadians find work?"", ""Mr. Speaker, young people across the country are unemployed. The youth unemployment rate is twice the national average. Meanwhile, the Conservative government has no trouble spending money on partisan ads, and it is neglecting hiring programs for youth. It is now May and $30 million of the funding for this program is just sitting there. That is 20% of the funding for this program that is not being used. What are this Conservative government's priorities? Why does it not want to help our young people find jobs?"", ""Mr. Speaker, Canada's youth job market has yet to recover from the recession. Four years ago, 60% of young Canadians had jobs. Today, only about half of young Canadians have jobs. Nearly one million youth are out of school and out of work. If we do nothing, we risk losing the talent of an entire generation. When will the government recognize that Canada has a youth jobs crisis and introduce a real plan to help young Canadians connect to real job opportunities?""]",0.6103697,0.014484944209172427,0.64771575
29,28,227,28_khadr_omar_abdelrazik_citizen,"['khadr', 'omar', 'abdelrazik', 'citizen', 'guantanamo', 'canadian', 'mr', 'rights', 'khadrs', 'home']",Repatriation of Omar Khadr,"['Mr. Speaker, yesterday the United States Supreme Court ruled that Omar Khadr and other detainees at Guantanamo Bay had been denied the basic right to challenge the legality of their detention. I will remind the minister that Omar Khadr remains the only citizen of a western country still being held at Guantanamo because the Conservative government has ignored his case. How many more rulings will it take before the Conservative government intervenes and brings Omar Khadr back to Canada to face justice in a fair court of law?', ""Mr. Speaker, it is absolutely amazing that the parliamentary secretary would stand today in the House and reread that tripe. The Supreme Court of Canada has said Omar Khadr's rights have been violated. Canadian officials are saying Omar Khadr is not a threat and instead is a victim of his upbringing. After six years of failing Omar Khadr, it is time for the government to do the right thing and help Omar Khadr salvage the rest of his life. My question is for the Prime Minister. When will he act on this file and petition the U. S. to bring Omar Khadr home?"", ""Mr. Speaker, the United States Supreme Court's decision represents the court's third decision clearly ruling that human rights must be respected. It is clear that Omar Khadr's rights were not respected in Guantanamo. They arrested a 15-year-old child soldier. Omar Khadr should face Canadian justice and not an illegal process in the United States. We have heard enough of the parliamentary secretary's broken-record response. We want an answer. When will the Prime Minister repatriate Omar Khadr so that he can face justice here?""]",0.6145497,0.011983611034257768,0.6550255
37,36,178,36_cbc_broadcaster_cbcradiocanada_radiocanada,"['cbc', 'broadcaster', 'cbcradiocanada', 'radiocanada', 'television', 'heritage', 'cuts', 'programming', 'broadcasting', 'public']",CBC Funding and Support,"[""Mr. Speaker, a quote: We have said that we will maintain or increase support for the CBC. That is our platform and we have said that before and we will commit to that. Who said that in Vancouver on CBC News on May 3, 2011? It was the former heritage minister, now the Minister of Industry. Why did the Conservative government's budget 2012 take a hatchet to Canada's national broadcaster, slashing $150 million from the CBC budget? Why did it break its promise?"", 'Mr. Speaker, the other problem with this decision is that the CRTC has failed CBC/Radio-Canada. The Minister of Canadian Heritage is forcing the CBC to cut services and lay off staff. He said that the public broadcaster must compete with the private sector on a level playing field. Yet the CRTC has given money to the private sector but not to the CBC. Can the Prime Minister make sense of this for us?', 'Mr. Speaker, that is an example of the Pinocchio principle. He is sitting on $60 million that is owed to the CBC and he is refusing to bring it forth. Communities across Canada depend on the CBC. But the minister refuses to work with the CBC to come up with a long-term plan to support the public broadcaster. This will lead to job losses and the loss of local, regional and francophone services across Canada. Why is this minister using the economic crisis as an excuse to attack the CBC?']",0.6175851,0.011706000091239762,0.6522
24,23,252,23_refugees_refugee_syrian_health,"['refugees', 'refugee', 'syrian', 'health', 'care', 'immigration', 'canada', 'to', 'appeal', 'citizenship']",Refugee Policy and Services,"['Mr. Speaker, nine months have passed since the government promised to resettle 1,300 refugees fleeing the Syrian conflict, but Canada has actually welcomed very few of those refugees. In 2013, Canada brought in just 10 government-sponsored refugees, and nothing was done to accelerate the process. Could that be because of the lack of resources related to budget cuts? When will the government keep its promise and act on the request from the High Commissioner for Refugees to bring more Syrian refugees into Canada?', 'Mr. Speaker, we still do not know how many government-sponsored refugees are here. That is completely unacceptable. Not only have the Conservatives shown their inability to provide assistance to Syrian refugees, but they have also cut health care services for refugees. The best way to evaluate a government is to look at how it treats the most vulnerable members of society. What the Conservatives are saying is that if you are a refugee as a result of conflict or persecution, you should definitely not get sick. On this World Refugee Day, will the minister change his attitude?', 'Mr. Speaker, the question was about refugees. This minister took away health care for refugees. He is taking away social assistance. Conservatives are doing everything they can to make it more and more difficult for Canada to help vulnerable refugees. Hundreds of thousands of people have been displaced by the tragic conflict in Syria. Helping them is a core Canadian value. The government promised to help 1,300 refugees. Why did the Conservatives only accept and help 200 government-assisted refugees?']",0.6260168,0.010743067777274337,0.6549289
90,89,58,89_wait_times_health_care,"['wait', 'times', 'health', 'care', 'reduce', 'marijuana', 'canadians', 'guarantee', 'promise', 'medical']",Health Care Wait Times,"[""Mr. Speaker, Canadians are always paying the price for this government's illogical decisions. Today, once again, the Wait Time Alliance released its annual report, which states that little progress has been made in recent years with respect to improving wait times. The provinces are in difficulty, and the government is cutting health care funding by $36 billion, money that could be used to reduce wait times. Why is the government refusing to follow the Canadian Medical Association's recommendations and work with the provinces in order to improve health care in Canada? Canadians cannot wait any longer. The time to act is now."", 'Mr. Speaker, once, a long time ago, the Conservatives promised Canadians a patient wait times guarantee. However, what Canadians got were longer wait times. I do not usually quote it, but the Fraser Institute reported that wait times cost our economy over a billion dollars annually. Why have the Conservatives cut $250 million a year that was earmarked for the provinces to help reduce wait times? Why are they giving up on ensuring timely access to medical care? Do they not care any more?', 'Mr. Speaker, Canadians clearly expressed their desire for shorter wait times even though the former Liberal health minister said that it could not be done. Last year, the Prime Minister and the Minister of Health announced that a significant step had been taken in fulfilling the wait times election promise. Within a year of that promise, all the provinces and territories committed to our wait times project. Just today, the Wait Time Alliance released its report card on wait times in Canada. Would the Minister of Health please update this House on the results?']",0.6261216,0.021210419598596722,0.64504004
38,37,176,37_trade_agreement_free_international,"['trade', 'agreement', 'free', 'international', 'european', 'our', 'union', 'deal', 'with', 'protrade']",Trade Policy,"['Mr. Speaker, the Prime Minister announced today that Canada and the European Union have reached an agreement on an historic trade deal. We know the NDP will oppose this agreement. The NDP is anti-trade. My constituents will not be fooled. They understand that free trade creates real benefits for hard-working Canadians. Could the Parliamentary Secretary to the Minister of International Trade please tell me how my constituents will benefit from this deal?', 'Mr. Speaker, members of this House know that one in five Canadian jobs is generated by trade. They also know that our government is committed to opening new markets and opportunities for Canadian businesses. We are pursuing an ambitious free trade plan with the aim of deepening our trade and investment ties with high-growth markets around the world, like Panama. Would the Minister of International Trade please share with the House how our free trade agreement with Panama will create jobs and prosperity for workers and their families in London and across this country?', 'Mr. Speaker, building good trade relations with countries around the globe is vital for Canada to maintain its place in the world and to make us a more prosperous nation. Earlier this month the Minister of International Trade concluded free trade negotiations with the European Free Trade Association countries, the first free trade agreement in six years. Could the Parliamentary Secretary to the Minister of International Trade and Minister of International Cooperation say whether our government is engaged in trade talks with emerging economies like India?']",0.6302561,0.011891480074559289,0.6517514
59,58,110,58_aid_africa_international_un,"['aid', 'africa', 'international', 'un', 'world', 'seat', 'countries', 'council', 'canada', 'development']",Aid to Africa,"[""Mr. Speaker, in 2005 Canada's Liberal prime minister went to a G-8 meeting and promised to double Canada's aid to Africa. The 2005 Liberal budget actually doubled Canada's aid to Africa by spending $2.8 billion in 2009. That is on page 213. However, the Conservative government has reduced that amount and is trying to tell the world that none of this ever happened. It is an absolute fabrication. Will the minister admit that she is either unable or unwilling to protect all the money the Liberals committed to the world's poorest people in Africa?"", ""Mr. Speaker, the aid announced by the Conservative government is not nearly enough to deal with a food crisis of this magnitude. The truth is that this crisis is affecting the development of entire countries. Canada is currently far from doing its part because it has allocated just 0.28% of its GDP to international aid. In the coming days, will the government be tabling its plan to meet the UN's objective of 0.7% of GDP allocated to international aid to fight poverty and hunger in the world?"", 'Mr. Speaker, last Tuesday, the Minister of International Cooperation told the Standing Committee on Foreign Affairs and International Development that both she and her government believe that the objective of international aid is to provide effective aid and not to increase international aid to 0.7% of GDP, a commitment nevertheless made by Canada. Can the minister explain why it seems so difficult for her government to increase international aid and at the same time to ensure that it is effective?']",0.6367729,0.015171956424863126,0.6479752
27,26,227,26_post_mail_delivery_canada,"['post', 'mail', 'delivery', 'canada', 'postal', 'rural', 'service', 'mailboxes', 'home', 'posts']",Home Delivery Service Cuts,"['Mr. Speaker, rural constituents in my riding have told me that their mail delivery is a mess. Canadians depend upon reliable, timely delivery of their mail regardless of where they live. Rural Canadians are worried about changes to rural mail delivery being undertaken by Canada Post. Could the minister responsible for Canada Post update the House on rural mail delivery and remailers?', 'Mr. Speaker, pretty soon the people of Blainville will be the ones to lose their home mail delivery service. I have held public consultations on the matter and I know for a fact that the people of my riding will not accept this loss. Furthermore, now private companies are offering to take over home mail delivery from Canada Post for $30 a month. It makes no sense. Did the Conservatives put an end to home mail delivery as part of a scheme to privatize Canada Post?', 'Mr. Speaker, with the planned cuts to Canada Post, we are starting to wonder whether people have to live downtown to be entitled to postal service. Does the government forget that mail delivery is an essential service? Canadians and Quebeckers who live in rural areas need and are entitled to receive their mail and have a post office nearby. Driving or walking 20, 30 or 40 minutes to get the mail is unacceptable. Why is the government refusing to keep rural post offices open?']",0.6412898,0.010167373793770884,0.66466886
19,18,302,18_registry_gun_firearms_police,"['registry', 'gun', 'firearms', 'police', 'safety', 'victims', 'data', 'long', 'public', 'the']",Gun Control Policy,"['Mr. Speaker, the decision facing MPs on the long gun registry is crystal clear. MPs can either support the wasteful and ineffective long gun registry or vote to scrap it. The member for Churchill has stated, “A lot of people in northern Manitoba feel the gun registry does not work for us”. Could the Minister of Public Safety update this House on the long gun registry and why it is important that all members of Parliament, including the member for Churchill, vote with their constituents on this issue?', 'Mr. Speaker, if the government wants to stand behind victims, it will stand with the victims of École Polytechnique and it will stand for a gun registry. Why will the government not do the right thing and stand with chiefs of police, with legitimate gun owners who believe that the gun registry is an essential measure of public safety and stand with police officers who know they need a gun registry in order to keep officers safe? Why will the government not listen to these voices of reason?', 'Mr. Speaker, a broad coalition in Quebec is calling for the firearms registry to be maintained. The National Assembly, public health experts, police officers and families of victims of crime all want the control of long guns to continue. However, the Conservatives and part of the NDP caucus want to dismantle the registry. In addition, there is no guarantee that the Liberals will vote in favour of the registry. Why does this government want to eliminate the long gun registry, a registry that saves lives and is universally supported in Quebec?']",0.64145875,0.009481326708822086,0.67599106
2,1,898,1_veterans_soldiers_our_affairs,"['veterans', 'soldiers', 'our', 'affairs', 'mental', 'of', 'to', 'services', 'and', 'for']",Veterans' Services and Support,"[""Here are the facts, Mr. Speaker. The fact is, the Conservatives are slashing services for veterans. The fact is, there are fewer mental health professionals helping Canadian Forces members and veterans. The fact is, Conservatives shut down eight regional offices: “Find some help online”, they say to our nation's vets. The fact is, they denied disability benefits to half of our country's disabled veterans. However, they did increase one thing: $11 million on media monitoring for Conservatives while our veterans live in poverty. When will the Conservatives apologize to those who have served our country, and when will they restore the services they have cut to our nation's veterans?"", ""Mr. Speaker, for years, the NDP has not voted for veterans on a single issue: no new money for veterans, no new services for veterans, even no to agent orange funding. Yesterday was a different story. The NDP proposed a $2.2 million cut in services to veterans, taking the side of public service union bosses over veterans by trying to keep open a small number of regional offices, even when it means that the NDP will be blocking an increase at over 600 Service Canada offices where veterans can now get service. Could the Minister of Veterans Affairs please explain to the House what the government's position is on what the NDP proposed yesterday?"", 'Mr. Speaker, we have seen study after study identifying ways to improve the veterans charter, from the parliamentary committee, from the Veterans Ombudsman and from many veterans organizations. The studies are done. Now is the time for action to assist veterans and their families who need help. Our veterans should not have to fight to receive benefits. How much longer will Canadian veterans and their families have to wait for the current government to take real action?']",0.64231724,0.0049460844980426105,0.6595892
54,53,124,53_health_care_provinces_system,"['health', 'care', 'provinces', 'system', 'accord', 'transfers', 'medicare', 'canadians', 'conservatives', 'failed']",Health Care Accord Renewal,"[""Again, Mr. Speaker, empty rhetoric with no substance, because the fact is that the Conservatives have no plan on health care. The Liberal government invested $42 billion to reduce wait times and to improve health care services. The Liberal government defended the Canada Health Act. We defended public health care in this country. The Conservative government has failed to deliver on the health care agenda. Will the Prime Minister admit that his minister's conflict has resulted in no action, no plan and no leadership on the health care file?"", ""Mr. Speaker, today marks the last day of Canada's health accord and the start of $36 billion in Conservative cuts to Canada's health care system. The Health Council of Canada, the only agency tracking government performance on health care, will be shut down today. There will be less accountability for health spending for veterans, first nations, and the commitments in the health accord. How will slashing accountability and cutting federal investments improve health care for Canadians?"", 'Mr. Speaker, it is not surprising that Canadians are worried about their public health care system. The Conservatives announced their plan to unilaterally cut health care transfers, without consulting the provinces or considering expert advice. Our health care system is facing tremendous challenges and it is time to take action. Will the new Minister of Health review the decision to cut health care transfers to the provinces in the lead-up to renewing the health care agreements in 2014?']",0.6436761,0.013463517349125173,0.68650055
