,Topic,Count,Name,Representation,Llama2,Representative_Docs,mean,sem,median
37,36,127,36_seniors_age_65_increase,"['seniors', 'age', '65', 'increase', '75', 'old', 'are', 'for', 'security', 'to']",Aging Population and Social Security,"[""Mr. Speaker, workers in Regina and across the country are fighting corporations for their pensions. They should not have to fight their government too. In the Minister of Seniors' mandate letter, it says that only people over 75 will get an increase to the old age security pension. The Liberals' wealthy and well-connected friends will be fine, but most seniors between the ages of 65 and 75 will be left behind. Will the government agree to raise benefits for all seniors or will it continue to leave certain seniors in need behind?"", 'Mr. Speaker, that is still discrimination on the basis of age. All seniors are experiencing a decline in purchasing power. All seniors are facing increased costs because of the pandemic. All seniors are suffering from the stay-at-home and isolation measures, and they are making sacrifices. All seniors deserve better support from the federal government. The government is finally recognizing that this is a problem and has publicly declared that it will increase old age security. How can it justify its illogical decision to seniors aged 65 to 75 that are being left behind and to those over the age of 75?', ""Mr. Speaker, there is a lot in the throne speech about seniors, but not all seniors. The Liberals' promise is for seniors 75 and older, not all seniors. Poverty does not wait until people hit 75. For too many seniors, it is a reality as soon as they retire. Will the government commit to increasing old age pensions for everyone 65 and older, or does it want to create two classes of seniors?""]",0.6396573,0.013685379331534181,0.67110026
45,44,109,44_internet_rural_highspeed_access,"['internet', 'rural', 'highspeed', 'access', 'broadband', 'service', 'reliable', 'cellular', 'connect', 'services']",Rural Broadband Access,"[""Mr. Speaker, access to reliable, broadband Internet service is very important in today's economy. It is important for every aspect of daily life. However, many regions in our country, especially our rural and remote regions, are still lacking good Internet connections. Even my riding, Chicoutimi—Le Fjord, does not have the necessary infrastructure to support broadband Internet service. That is why I was pleased with our government's announcement regarding the connect to innovate program, which will help resolve this problem. Can our Prime Minister provide the House with an update on this important matter for Canadians?"", ""Mr. Speaker, access to reliable broadband Internet is crucial to participating in today's economy. Rural and remote areas, like my region of Laurentides—Labelle, do not have the necessary infrastructure to support broadband services. My constituents were therefore happy to hear about the government's budget 2016 promise regarding broadband Internet access. Can the Minister of Innovation, Science and Economic Development provide the House with an update on this critical issue for all of rural Canada?"", 'Mr. Speaker, nearly six million people do not have access to high-speed Internet, and the Liberals are telling them to wait until 2030. All people should have access to a strong Internet connection no matter where they are, whether in downtown Toronto or in Essex County on a farm. Internet and cellphone bills are ridiculous in Canada. We pay more than most countries in the world. In Essex, people need access to reliable, affordable Internet and cell service for work, education and safety. Why are the Liberals denying rural Canadians, like the people in Essex, affordable, reliable Internet? My question is simple: Why are the Liberals ignoring the needs of rural communities?']",0.64243233,0.013518771515074813,0.6633354
62,61,76,61_refugees_syrian_refugee_immigration,"['refugees', 'syrian', 'refugee', 'immigration', 'applications', 'to', 'many', 'have', 'are', 'these']",Refugee Resettlement Policy,"[""Mr. Speaker, soon Syrian refugees will see their one year of government-funded support terminate. Moreover, many of these refugees cannot access training to learn English or French. A refugee at committee last week said, through a translator, “No, I am not working. How can I work if I don't know the English to communicate?” His family has already had to turn to food banks to make ends meet. When will the Liberals admit that by failing to have any comprehensive plan to provide Syrian refugees with language training, these refugees may require social assistance after their year of funding runs out?"", 'Mr. Speaker, last week, the minister admitted that only half of the Syrian refugees who had come to Canada had found jobs. This means that this month thousands of refugees will require ongoing social assistance payments. The Liberals have committed to bringing in tens of thousands of new Syrian refugees in 2017. On that note, I am wondering if the minister could provide the House and Canadians with some clarity as to how much this refugee commitment will actually cost the provinces as well as Canadian taxpayers.', 'Mr. Speaker, some Syrian refugees have been stuck in cramped temporary accommodations for weeks. They have said that there is hardly any communication from the government. We are also hearing reports of low-income Canadians being asked to leave their housing to make room for the Syrian refugees. Will the minister apologize to Canadians and refugees for his failure to provide long-term living solutions for Syrian refugees, because refugees are people, not a number on a scorecard?']",0.6465485,0.02126923940968619,0.68296194
63,62,74,62_opioid_crisis_fentanyl_overdoses,"['opioid', 'crisis', 'fentanyl', 'overdoses', 'health', 'deaths', 'drug', 'opioids', 'overdose', 'addiction']",Opioid Epidemic,"['Mr. Speaker, the opioid crisis is heartbreaking and tragic. In the first half of this year, more than 2,000 Canadians died as a result of this epidemic. Opioid deaths affect Canadians of all backgrounds; rich, poor, people from rural or urban areas, all are affected. This is a national crisis, and the government needs to take action immediately, before the situation gets even worse. Does the government realize how urgent this situation is, and does it take the opioid crisis seriously?', 'Mr. Speaker, the numbers are in. In 2017, a staggering 4,000 Canadians died from opioid overdoses, an unprecedented 1,400 people in British Columbia alone. However, this is not an opioid crisis. It is not an overdose crisis. It is a crisis of social isolation and bad drug policy. Jagmeet Singh has proposed the only real solution: treat addiction as a health issue, not a criminal one. When will the government abandon the failed war on drugs and adopt a health-based approach to addiction and drug use?', 'Mr. Speaker, there is a health crisis in Canada. The number of opioid-related deaths is skyrocketing across the country. This is not just a mental health and addictions issue. From our children experimenting at parties, to addiction to prescription opioids for pain control, all Canadians are at risk. In my home province of Ontario, 663 people died in 2014 from opioid overdoses, and over 800 are projected to die in British Columbia this year. It is a national issue. We need to act now. What will the government do to address this crisis?']",0.6475865,0.018564549427684193,0.6620214
25,24,195,24_housing_affordable_home_strategy,"['housing', 'affordable', 'home', 'strategy', 'homelessness', 'social', 'crisis', 'firsttime', 'in', 'families']",Housing Policy and Investments,"['Mr. Speaker, housing is a key issue of concern for the residents of my riding. Affordable housing, co-operative housing, social housing, and housing for our aging and ethnic populations are top of mind for Davenport residents. Our government has taken important measures to answer the housing needs in this country by investing $2.3 billion in budget 2016 and has introduced a much-needed $11.2 billion for the national housing strategy in budget 2017. Could the Minister of Families, Children and Social Development provide more details to the House on this important investment and how it will address the needs not only of those living in Davenport but all Canadians?', 'Mr. Speaker, the pandemic has made the need for safe and affordable housing more obvious than ever. My constituents have told me that affordable housing is an urgent priority. Students, young families and seniors all need affordable housing to support their well-being and to help them meet their goals. Could the Minister of Families, Children and Social Development tell the House what has been done to make affordable housing a reality?', ""Mr. Speaker, one year ago this week the government unveiled Canada's first ever national housing strategy, a 10-year, $40-billion plan to give more Canadians a place to call home. The national housing strategy represents a milestone because it does not just invest in housing, it recognizes the federal government's essential role as a key partner in providing Canadians with safe, affordable, accessible housing. Could the minister responsible for housing tell the House what this government has achieved on housing since it came into government in 2015?""]",0.65058964,0.009051862305867341,0.6625726
21,20,206,20_salmon_fisheries_coast_wild,"['salmon', 'fisheries', 'coast', 'wild', 'oceans', 'coastal', 'and', 'guard', 'species', 'fishery']",Salmon Conservation and Management,"['Mr. Speaker, last month, an open-net salmon farm in Washington State released as many as 300,000 Atlantic salmon into the Pacific. Local first nations immediately declared a state of emergency. Washington State immediately imposed a moratorium on new salmon farms, but our federal fisheries minister chose to stand by and “monitor the situation”. What will it take for the minister to protect west coast wild salmon and transition these dangerous salmon farms to safe, land-based, closed containment?', 'Madam Speaker, Liberal fisheries ministers continue to fail Pacific salmon and the Canadians who rely on them. Evidence of this failure is another layer of fishing restrictions that will put hundreds of British Columbians out of work. Instead of working against fishermen and coastal communities, the government should work with them to restore Pacific salmon stocks. B. C. fishers and conservationists know how to put more salmon back in our streams and oceans, so when will the fisheries minister start working with the fishermen instead of just shutting them out of their fisheries?', ""Mr. Speaker, we were just shocked to hear the Liberals' response and that they are passing the buck to the provinces on first nations health and the environment. A study funded by the Department of Fisheries and Oceans confirmed that a deadly disease has reached B. C. salmon farms. This disease is the third-largest killer of salmon in Norway, and now it is on our coast. If this disease grows, it will not only devastate farmed salmon but wild salmon as well. When will the minister do the right thing, strengthen the Fisheries Act, and protect west coast wild salmon? Thousands of jobs are at stake.""]",0.657311,0.011858073379438219,0.6979014
48,47,108,47_gun_firearms_safety_public,"['gun', 'firearms', 'safety', 'public', 'lawabiding', 'guns', 'crime', 'gang', 'violence', 'officers']",Public Safety and Gun Control,"['Mr. Speaker, the Minister of Public Safety and Emergency Preparedness has ruled that the firearms contained on the order in council banned list were unsuitable for sport or hunting, despite the government providing transport permits for over 30 years for the purpose of sport shooting with those firearms. Why is the minister choosing to attack law-abiding gun owners instead of gun smugglers and criminals who have absolutely no intention of obeying his restrictions?', ""Mr. Speaker, yesterday on the issue of gun violence, after the tragic Etobicoke shooting that seriously injured an 11-year-old, a five-year-old and a one-year-old, the Minister of Public Safety stated that his government's approach to banning firearms owned by law-abiding citizens would curb such violence, yet his government introduced Bill C-22, which weakens penalties for gun crimes by eliminating mandatory minimum sentences. Can the Minister of Public Safety please explain how weakening penalties for gun crimes somehow reduces gun crime?"", ""Mr. Speaker, constituents in my riding have identified gun and gang violence as a significant public safety issue that must be urgently addressed. Last November, the Minister of Public Safety and Emergency Preparedness announced funding that would help support a variety of initiatives to reduce gun crime and criminal gang activities. Can the Parliamentary Secretary to the Minister of Border Security and Organized Crime Reduction kindly update this House on our government's efforts to reduce gun and organized crime across the country?""]",0.6623551,0.013626160139306544,0.6902825
13,12,264,12_french_official_languages_language,"['french', 'official', 'languages', 'language', 'quebec', '101', 'bill', 'regulated', 'federally', 'act']",Federal Language Policy in Quebec,"['Mr. Speaker, it is not hard to understand. There is an official language in Quebec: French. There is a language under threat in Quebec: French. There is a language being supported by the federal government: English. In the Speech from the Throne, the government promised to protect French in Quebec, but the Official Languages Act encourages services in English and institutional bilingualism. That is why the federal government constantly guts Bill 101. When will this government stop undermining French in Quebec?', 'Mr. Speaker, like its National Assembly, Quebec wants to apply Bill 101 to federally regulated businesses. In Ottawa, the Minister of Official Languages says she will protect the right to work in French. However, that is not what Bill 101 does. Bill 101 does not protect the right to work in French; it makes French the language of work in Quebec. Quebeckers are not asking for the right to work in French. They already have that right. What they want is for French to become the official language of work. Will the minister agree to apply Bill 101 to federally regulated businesses?', ""Mr. Speaker, the official languages reform document is an important milestone for French in Canada. For the first time, the government will strengthen French across the country, including in Quebec, and will add new rights with respect to language of work and service in federally regulated businesses. Would the Minister of Official Languages tell us more about our government's plan to protect and promote the French language?""]",0.6625956,0.009557937271268645,0.6928688
42,41,114,41_pharmacare_universal_medication_drug,"['pharmacare', 'universal', 'medication', 'drug', 'prescription', 'drugs', 'canadians', 'medicine', 'need', 'liberals']",Pharmacare Policy,"['Mr. Speaker, as we speak, people are being forced to choose between paying the rent and buying medication. Instead of creating a universal pharmacare system, the minister is attending a forum dominated by groups that oppose universal drug coverage. We have the courage to say no to insurance and drug companies and put people first. Will the Liberals support our plan for pharmacare for all?', 'Mr. Speaker, no one should have to face the impossible choice between paying rent or filling a prescription, but one in five Canadians is not taking the medicine they need because they cannot afford it. The Liberals have been promising pharmacare for 23 years, but Canadians are still facing sky-high prescription costs. Liberals say the right things, but when it comes time to act, they put the profits of big pharmaceutical and insurance companies ahead of what Canadians need. Will the Prime Minister finally back up his talk with action and support the NDP pharmacare bill to deliver universal, public pharmacare for all?', ""Mr. Speaker, Canada is the only high-income country with a universal health care system that does not include the universal coverage of prescription drugs. We also pay the third-highest prices in the world for prescription medications. All MPs have a chance to change that by supporting the NDP's universal public pharmacare bill. We need to put partisanship aside and work together for Canadians across the country. Will the Prime Minister put people before politics, end the Liberals' 24 years of empty rhetoric on universal public pharmacare and follow expert advice so that millions of Canadians can finally get the medications they need?""]",0.664001,0.014983191293773632,0.7059462
20,19,208,19_women_violence_equality_gender,"['women', 'violence', 'equality', 'gender', 'womens', 'genderbased', 'status', 'equity', 'girls', 'of']",Gender-Based Violence and Empowerment,"[""Mr. Speaker, indigenous women and girls face unique challenges in their day-to-day life. Their rate of poverty is three times that of the general population. Women's groups across the country are working hard to remove barriers so all women and girls can fully reach their potential. With collaboration and partnership, we create more opportunities for women and advance gender equality. Could the Minister of Status of Women tell the House how this government is strengthening the women's movement so it can address issues impacting indigenous women?"", ""Mr. Speaker, Canada is taking part in the 16 days of activism against gender-based violence campaign, which runs until December 10, because we know that gender-based violence is a major but preventable barrier to equality. In order to achieve gender equality, women and girls, including indigenous women, must be able to fully participate in their communities and in democratic and public life. Can the Parliamentary Secretary for Status of Women inform the House how this government is supporting indigenous women's empowerment and achieving gender equality?"", ""Mr. Speaker, this week Canada is welcoming the world in Vancouver for Women Deliver, the world's largest gathering on gender equality, health, rights and well-being of women and girls. Our government has been working hard to advance gender equality, and our plan is working. One million jobs have been created, and there are now more women working than ever before. Can the Parliamentary Secretary to the Minister for Women and Gender Equality tell this House how this conference can bring awareness on the imperative for action for women and girls in Canada and around the globe?""]",0.6657416,0.011030355896920786,0.7101841
56,55,84,55_rail_lacmgantic_safety_transport,"['rail', 'lacmgantic', 'safety', 'transport', 'transportation', 'bypass', 'tragedy', 'people', 'cycling', 'of']",Rail Safety,"['Mr. Speaker, rail transportation is crucial to our economy, and provides us with an efficient system of moving people and goods through this great and vast country of ours. Nothing is more important than rail safety, which is paramount to users, to railway workers, and most of all, to all the communities across Canada that have rail lines passing through them. Can the Parliamentary Secretary to the Minister of Transport tell us what our government is doing to ensure that Canada has the strictest rail safety standards?', 'Mr. Speaker, many Quebeckers are concerned about rail safety. However, we are heartened by the tireless work of the Minister of Transport, who is clearly making rail safety his number one priority. Could the minister tell us about some of the measures he has taken to improve rail safety in Quebec?', 'Mr. Speaker, the Minister of Transport claims rail safety is his top priority, yet this week rail inspectors told our committee, despite a projected tenfold increase in dangerous cargo, that the rail safety budget was being slashed 21%. Yesterday it was revealed that Transport Canada had withheld information on the 500 most dangerous level crossings, two of the most dangerous in my riding of Edmonton Strathcona. Cuts, inaction, secrecy will not improve rail safety. When will the minister take real action on rail safety?']",0.6829464,0.013013082928394945,0.7047139
55,54,88,54_mental_health_care_longterm,"['mental', 'health', 'care', 'longterm', 'services', 'homes', 'in', 'covid19', 'suicide', 'loche']",Mental Health Services and Accessibility,"[""Mr. Speaker, thank you for your warm welcome. This week is the 66th National Mental Health Week. We know that far too often lengthy waiting times and limited services can prevent Canadians from getting the mental health care that they need. That is why this year's campaign, led by the Canadian Mental Health Association, calls upon all of us to speak up and get loud on mental health. Will the Prime Minister inform this House how our government is ensuring that Canadians get the mental health care they need when they need it?"", 'Mr. Speaker, mental health awareness and improvements matter to me both as a parent and as a parliamentarian. We have been hosting mental health town halls in Dartmouth—Cole Harbour. We have produced our first report on youth mental health, which I submitted to the minister just last week. We know that the Government of Canada is investing $5 billion over 10 years in targeted mental health care funding to the provinces and territories to improve access to mental health services. Could the Minister of Health please update the House on the progress she is making in working with the provinces and territories to ensure this new targeted mental health care spending is most effective?', 'Mr. Speaker, this is Mental Health Week. Mental illness affects one in five Canadians. During the election campaign, the Liberals made the following promise: “We will make high-quality mental health services more available to Canadians who need them, including our veterans and first responders.”There was not one penny for mental health in the budget though. This being mental health week, what has to happen for the government to keep its promise?']",0.70661265,0.014154041390724003,0.73237973
